seq,menu_file,item_id,title_ref,title_zh,domain,phase,status,owner,verify,notes
312,rss_main_item.xml,@+id/menu_disable,@string/disable_source,禁用源,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_subscription_view.dart；手工路径（待回归）: 订阅->长按任一启用订阅源->禁用；校验目标源从“启用订阅源”列表移除且无确认弹窗/无成功提示；手工路径（待回归）: 源被删除后再次触发禁用；校验流程静默返回不崩溃,对齐 legado rss_main_item/menu_disable + RssAdapter.showMenu(menu_disable) + RssFragment.disable + RssViewModel.disable 语义: 长按订阅源条目动作面板保持“禁用”入口；点击后按 sourceUrl 回查当前源并写入 enabled=false；源不存在时静默返回；失败分支仅记录 ExceptionLogService(node=rss_main_item.menu_disable)；不提前并入 menu_del(seq313)
313,rss_main_item.xml,@+id/menu_del,@string/delete,删除,RSS,P7,done,codex,命令: dart format lib/core/database/repositories/rss_source_repository.dart lib/features/rss/views/rss_subscription_view.dart；手工路径（待回归）: 订阅->长按任一启用订阅源->删除->取消/确定；校验确认弹窗标题为“提醒”且文案为“确定删除\n<源名>”并且取消保持静默不删；手工路径（待回归）: 同入口确认删除后重进该源文章列表；校验源记录移除且该源 rssArticles 缓存与 sourceVariable_<sourceUrl> 同步清理且无成功提示；手工路径（待回归）: 源被删除后再次触发删除；校验流程静默返回不崩溃，对齐 legado rss_main_item/menu_del + RssAdapter.showMenu(menu_del) + RssFragment.del + RssViewModel.del + SourceHelp.deleteRssSources 语义: 长按订阅源条目动作面板保持“删除”入口；点击后弹 legacy 同义确认文案“确定删除\n<sourceName>”，确认后按 sourceUrl 回查并执行删源 + 清理该源文章缓存 + 删除源变量，源不存在时静默返回；失败分支仅记录 ExceptionLogService(node=rss_main_item.menu_del)；不提前并入 rss_read/menu_rss_star(seq315)
314,rss_read.xml,@+id/menu_rss_refresh,@string/refresh,刷新,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->点击任一 singleUrl 订阅源进入 RSS 阅读页->右上角刷新；校验顶栏新增“刷新”一级动作且点击后刷新状态更新为最近刷新时间与次数并保持全流程静默无成功提示；对齐 legado rss_read/menu_rss_refresh + ReadRssActivity.onCompatOptionsItemSelected(menu_rss_refresh) + ReadRssViewModel.refresh 语义: RSS 阅读页补齐顶栏一级“刷新”入口并保持动作静默执行与页面可继续操作；不提前并入 menu_rss_star(seq315)/menu_share_it(seq316)/menu_aloud(seq317)/menu_login(seq318)/menu_browser_open(seq319)
315,rss_read.xml,@+id/menu_rss_star,@string/favorite,收藏,RSS,P7,done,codex,命令: dart format lib/core/database/repositories/rss_star_repository.dart lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->右上角收藏->任一收藏条目进入阅读页->右上角星标；校验初始为实心星标且点击后弹收藏设置弹层，删除收藏后星标回落为空心；手工路径（待回归）: 订阅->点击 singleUrl 订阅源进入 RSS 阅读页；校验无文章命中时顶栏不显示星标入口；对齐 legado rss_read/menu_rss_star + ReadRssActivity.onPrepareOptionsMenu/onCompatOptionsItemSelected(menu_rss_star) + RssFavoritesDialog + ReadRssViewModel.addFavorite/updateFavorite/delFavorite 语义: RSS 阅读页补齐顶栏一级星标入口并按 link 命中文章时显示；点击后先确保当前文章入收藏再打开“收藏设置”弹层，支持编辑标题/分组与删除收藏，取消保持静默；星标图标按是否在收藏中切换，不提前并入 menu_share_it(seq316)/menu_aloud(seq317)/menu_browser_open(seq319)
316,rss_read.xml,@+id/menu_share_it,@string/share,分享,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->点击任一 singleUrl 订阅源进入 RSS 阅读页->右上角分享；校验顶栏新增“分享”一级动作且点击后直接触发系统分享当前 link；手工路径（待回归）: 订阅->从无 link 的入口进入 RSS 阅读页->右上角分享；校验弹出轻提示“Null url”且不出现成功或失败弹窗；对齐 legado rss_read/menu_share_it + ReadRssActivity.onCompatOptionsItemSelected(menu_share_it) + Context.share 语义: RSS 阅读页补齐顶栏一级“分享”入口；点击后按 link 命中分享文本并直接走系统分享；未命中时提示 Null url；分享异常静默吞掉；不提前并入 menu_aloud(seq317)/menu_browser_open(seq319)
317,rss_read.xml,@+id/menu_aloud,@string/read_aloud,朗读,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->点击任一 singleUrl 订阅源进入 RSS 阅读页（link 命中文章）->右上角朗读；校验新增一级“朗读”动作且首次点击后图标切换为停止并在页面回显“朗读中”；手工路径（待回归）: 同入口再次点击朗读；校验朗读停止且图标回落为喇叭并保持全流程静默无成功提示；手工路径（待回归）: 订阅->从无 link 或无正文命中入口进入 RSS 阅读页->右上角朗读；校验流程静默返回且不弹提示；对齐 legado rss_read/menu_aloud + ReadRssActivity.onPrepareOptionsMenu/onCompatOptionsItemSelected(menu_aloud)/readAloud + ReadRssViewModel.readAloud 语义: RSS 阅读页补齐顶栏一级“朗读”入口并按播放态在“朗读/停止”图标间切换；触发时优先提取当前文章正文文本并调用 TTS，空文本场景静默返回；失败分支仅记录 ExceptionLogService(node=rss_read.menu_aloud)；不提前并入 menu_browser_open(seq319)
318,rss_read.xml,@+id/menu_login,@string/login,登录,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->点击任一 singleUrl 订阅源进入 RSS 阅读页（origin 命中 sourceUrl 且配置 loginUrl）->右上角更多->登录；校验 loginUrl 非空时显示“登录”入口且点击后按 loginUi 非空或空值分流到表单登录或网页登录，loginUrl 为空或 origin 未命中 sourceUrl 时不展示入口；对齐 legado rss_read/menu_login + ReadRssActivity.onMenuOpened/onCompatOptionsItemSelected + SourceLoginActivity 语义: RSS 阅读页在保留顶栏“刷新”一级动作前提下补齐“更多->登录”单项入口；显隐按 origin 命中的 rssSource.loginUrl 控制，触发按 rssSource.sourceUrl 进入统一登录承载；不提前并入 menu_rss_star(seq315)/menu_share_it(seq316)/menu_aloud(seq317)/menu_browser_open(seq319)
319,rss_read.xml,@+id/menu_browser_open,@string/open_in_browser,浏览器打开,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->点击任一 singleUrl 订阅源进入 RSS 阅读页->右上角更多->浏览器打开；校验可直接拉起系统浏览器且无成功提示；手工路径（待回归）: 订阅->从无 link 的入口进入 RSS 阅读页->右上角更多->浏览器打开；校验提示“url null”且页面保持当前阅读页,对齐 legado rss_read/menu_browser_open + ReadRssActivity.onCompatOptionsItemSelected(menu_browser_open) + Context.openUrl 语义: RSS 阅读页更多菜单补齐“浏览器打开”入口并保持与登录同层级；触发优先命中当前阅读 URL（link->article.link->origin）后外部浏览器打开；无 URL 时提示 url null；打开失败仅记录 ExceptionLogService(node=rss_read.menu_browser_open) 并提示 open url error；不提前并入 rss_read_record/menu_clear(seq320)
320,rss_read_record.xml,@+id/menu_clear,@string/clear,清除,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_read_record_view.dart；手工路径（待回归）: 订阅->点击任一订阅源进入文章列表->右上角更多->阅读记录->右上角清空；校验即使记录列表为空也可触发确认弹窗且标题为“提醒”文案为“确定删除\nN 阅读记录”；手工路径（待回归）: 同入口确认清空后返回列表；校验执行 deleteAllRecord 后列表清空且无成功提示,对齐 legado rss_read_record/menu_clear + ReadRecordDialog.onMenuItemClick(menu_clear) + RssSortViewModel.countRecords/deleteAllRecord 语义: 阅读记录页补齐 legacy 同义“清除”触发边界（空列表不禁用）并保持确认后 deleteAllRecord + 成功静默；失败分支仅记录 ExceptionLogService(node=rss_read_record.menu_clear)；不提前并入 rss_source/menu_group(seq321)
321,rss_source.xml,@+id/menu_group,@string/menu_action_group,分组,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；flutter test test/rss_source_manage_view_compile_test.dart；手工路径（待回归）: 订阅->规则订阅->右上角分组；校验弹层标题为“分组”，动作顺序为“分组管理/启用/禁用/需要登录/未分组/动态分组”；手工路径（待回归）: 订阅源管理->右上角分组->点击任一动态分组；校验搜索框写入 group:<分组名> 并立即筛选；手工路径（待回归）: 订阅源条目右侧更多；校验不再出现“筛选与分组”扩展入口,对齐 legado rss_source/menu_group + RssSourceActivity.onPrepareOptionsMenu/upGroupMenu/onCompatOptionsItemSelected(item.groupId==source_group) 语义: RSS 源管理页收敛顶栏“分组”动作语义与菜单顺序，移除“全部/筛选与分组”扩展入口；动态分组项按 flowGroups 生成并点击写入 group:<name> 即时筛选；不提前并入 menu_group_manage(seq322)/menu_enabled_group(seq323)/menu_disabled_group(seq324)/menu_group_null(seq326)
322,rss_source.xml,@+id/menu_group_manage,@string/group_manage,分组管理,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart lib/features/rss/views/rss_group_manage_view.dart；flutter test test/rss_source_manage_view_compile_test.dart；手工路径（待回归）: 订阅->规则订阅->右上角分组->分组管理；校验点击后以同层弹层承载“分组管理”而非整页跳转，顶部可执行“添加/完成”；手工路径（待回归）: 分组管理弹层->添加/编辑/删除分组->完成->重新打开分组菜单；校验动态分组列表按 flowGroups 回刷并可继续点击 group:<分组名> 筛选,对齐 legado rss_source/menu_group_manage + RssSourceActivity.onCompatOptionsItemSelected(menu_group_manage) + GroupManageDialog + RssSourceDao.flowGroups 语义: RSS 源管理页补齐“分组管理”同层弹层触发，弹层内支持添加/编辑/删除并依赖 flowGroups 自动回刷；不提前并入 menu_enabled_group(seq323)/menu_disabled_group(seq324)/menu_group_null(seq326)
323,rss_source.xml,@+id/menu_enabled_group,@string/enabled,已启用,RSS,P7,done,codex,命令: dart format lib/features/rss/services/rss_source_manage_helper.dart lib/features/rss/views/rss_source_manage_view.dart；flutter test test/rss_source_manage_view_compile_test.dart；flutter test test/rss_source_manage_helper_test.dart；手工路径（待回归）: 订阅->规则订阅->右上角分组->已启用；校验动作文案为“已启用”且点击后搜索框写入“已启用”并仅展示 enabled=true 订阅源；手工路径（待回归）: 搜索框输入“启用”；校验仍命中启用筛选结果（旧词兼容）,对齐 legado rss_source/menu_enabled_group + RssSourceActivity.onCompatOptionsItemSelected(menu_enabled_group) + upSourceFlow(flowEnabled) 语义: RSS 源管理页分组弹层将“启用”收敛为“已启用”，触发后查询词写入 legacy 同义“已启用”并即时筛选启用源；查询解析兼容旧词“启用”避免历史输入失效；不提前并入 menu_disabled_group(seq324)/menu_group_null(seq326)
324,rss_source.xml,@+id/menu_disabled_group,@string/disabled,已禁用,RSS,P7,done,codex,命令: dart format lib/features/rss/services/rss_source_manage_helper.dart lib/features/rss/views/rss_source_manage_view.dart；flutter test test/rss_source_manage_view_compile_test.dart；flutter test test/rss_source_manage_helper_test.dart；手工路径（待回归）: 订阅->规则订阅->右上角分组->已禁用；校验动作文案为“已禁用”且点击后搜索框写入“已禁用”并仅展示 enabled=false 订阅源；手工路径（待回归）: 搜索框输入“禁用”；校验仍命中禁用筛选结果（旧词兼容）,对齐 legado rss_source/menu_disabled_group + RssSourceActivity.onCompatOptionsItemSelected(menu_disabled_group) + upSourceFlow(flowDisabled) 语义: RSS 源管理页分组弹层将“禁用”收敛为“已禁用”，触发后查询词写入 legacy 同义“已禁用”并即时筛选禁用源；查询解析兼容旧词“禁用”避免历史输入失效；不提前并入 menu_group_null(seq326)/menu_add(seq327)
325,rss_source.xml,@+id/menu_group_login,@string/need_login,需要登录,RSS,P7,done,codex,命令: dart format lib/features/rss/services/rss_source_manage_helper.dart lib/features/rss/views/rss_source_manage_view.dart；dart analyze lib/features/rss/services/rss_source_manage_helper.dart lib/features/rss/views/rss_source_manage_view.dart；手工路径（待回归）: 订阅->规则订阅->右上角筛选与分组->需要登录；校验点击后查询词写入“需要登录”并立即筛选仅展示 loginUrl 非空的订阅源；手工路径（待回归）: 搜索框输入“需登录”；校验旧词仍能命中同一登录筛选结果,对齐 legado rss_source/menu_group_login + RssSourceActivity.onCompatOptionsItemSelected(menu_group_login) + upSourceFlow(flowLogin) 语义: RSS 源管理页筛选弹层将“需登录”收敛为“需要登录”并保持 legacy 同义触发；查询解析新增“需登录”兼容分支避免旧输入失效；不提前并入 menu_import_local(seq328)
326,rss_source.xml,@+id/menu_group_null,@string/no_group,未分组,RSS,P7,done,codex,命令: dart format lib/features/rss/services/rss_source_manage_helper.dart；flutter test test/rss_source_manage_helper_test.dart；flutter test test/rss_source_manage_view_compile_test.dart；手工路径（待回归）: 订阅->规则订阅->右上角分组->未分组；校验点击后查询词写入“未分组”并仅展示 sourceGroup 为空/空白或包含“未分组”的订阅源；手工路径（待回归）: 搜索框输入“无分组”；校验旧词仍命中未分组筛选结果,对齐 legado rss_source/menu_group_null + RssSourceActivity.onCompatOptionsItemSelected(menu_group_null) + upSourceFlow(flowNoGroup) + RssSourceDao.flowNoGroup 语义: RSS 源管理页保持“分组->未分组”入口写入 legacy 同义查询词“未分组”并即时筛选未分组源；查询解析新增“无分组”旧词兼容避免历史输入回退普通搜索；不提前并入 menu_add(seq327)
327,rss_source.xml,@+id/menu_add,@string/add_rss_source,新建订阅源,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；flutter test test/rss_source_manage_view_compile_test.dart；手工路径（待回归）: 订阅->规则订阅->订阅源管理->右上角更多->新建订阅源；校验由“更多”菜单首项进入新增订阅源编辑页且不再保留顶栏+直达入口；手工路径（待回归）: 清空订阅源后进入管理页空态->新建订阅源；校验空态动作文案收敛为“新建订阅源”并可打开新增编辑页,对齐 legado rss_source/menu_add + RssSourceActivity.onCompatOptionsItemSelected(menu_add) + startActivity<RssSourceEditActivity> 语义: RSS 源管理页补齐“更多->新建订阅源”一级入口并移除非 legacy 顶栏加号直达入口；点击后固定打开新增订阅源编辑承载且全流程静默；不提前并入 menu_list_src(seq333)
328,rss_source.xml,@+id/menu_import_local,@string/import_local,本地导入,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；flutter test test/rss_source_manage_view_compile_test.dart；手工路径（待回归）: 订阅->规则订阅->右上角设置(订阅源管理)->右上角更多->本地导入->选择 txt/json 文件->导入 RSS 源弹层；校验候选状态显示新增/更新/已有且默认勾选新增+更新，保留原名/保留分组/保留启用状态与自定义分组策略可生效；确认后静默关闭弹层并刷新订阅源列表；取消选档或取消导入保持静默,对齐 legado rss_source/menu_import_local + RssSourceActivity.onCompatOptionsItemSelected(menu_import_local) + HandleFileContract(FILE txt/json) + ImportRssSourceDialog/ImportRssSourceViewModel 语义: RSS 源管理页补齐“更多->本地导入”入口并固定仅允许 txt/json 本地文件；读取成功后进入候选导入弹层，候选按 sourceUrl + lastUpdateTime 标记新增/更新/已有且默认勾选新增+更新；导入提交仅处理勾选项并保持成功静默；不提前并入 menu_import_onLine(seq329)/menu_import_qr(seq330)/menu_import_default(seq331)
329,rss_source.xml,@+id/menu_import_onLine,@string/import_on_line,网络导入,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；flutter test test/rss_source_manage_view_compile_test.dart；手工路径（待回归）: 订阅->规则订阅->右上角设置(订阅源管理)->右上角更多->网络导入->输入 http/https URL；校验先弹 URL 输入层（标题“网络导入”、placeholder=url）并可进入导入 RSS 源候选弹层；手工路径（待回归）: 网络导入输入层->历史记录点选回填与删除；校验历史键 rssSourceRecordKey 可回填和删除回写且仅 http/https 输入入历史；手工路径（待回归）: 候选弹层->确认导入；校验新增/更新默认勾选且提交成功静默关闭,对齐 legado rss_source/menu_import_onLine + RssSourceActivity.showImportDialog(importRecordKey=rssSourceRecordKey) + ImportRssSourceDialog/ImportRssSourceViewModel 语义: RSS 源管理页补齐“更多->网络导入”入口；点击后先走 URL 输入层并维护同名历史键；确认后复用既有 RSS 候选导入状态机（新增/更新/已有）与静默提交边界；不提前并入 menu_import_qr(seq330)/menu_import_default(seq331)
330,rss_source.xml,@+id/menu_import_qr,@string/import_by_qr_code,二维码导入,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；flutter test test/rss_source_manage_view_compile_test.dart；手工路径（待回归）: 订阅->规则订阅->右上角设置(订阅源管理)->右上角更多->二维码导入->扫码后进入导入 RSS 源弹层；校验扫码文本可直接进入候选导入且默认勾选新增+更新；手工路径（待回归）: 扫码取消或空结果；校验静默返回且不写网络导入历史,对齐 legado rss_source/menu_import_qr + RssSourceActivity.onCompatOptionsItemSelected(menu_import_qr) + QrCodeResult + ImportRssSourceDialog/ImportRssSourceViewModel 语义: RSS 源管理页补齐“更多->二维码导入”入口；点击后拉起扫码并将扫码结果直接交给既有 RSS 候选导入状态机；扫码取消或空结果静默返回且二维码分支不写 rssSourceRecordKey 历史；不提前并入 menu_import_default(seq331)
331,rss_source.xml,@+id/menu_import_default,@string/import_default_rule,导入默认规则,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；手工路径（待回归）: 订阅->规则订阅->右上角设置(订阅源管理)->右上角更多->导入默认规则；校验点击后直接执行默认订阅源导入（不弹候选层、无成功提示）并刷新列表；手工路径（待回归）: 导入前先将默认分组 sourceGroup=legado 的订阅源改名后再触发导入默认规则；校验默认源恢复为 assets/rss/rssSources.json 定义内容且非 legado 分组订阅源不受影响,对齐 legado rss_source/menu_import_default + RssSourceActivity.onCompatOptionsItemSelected(menu_import_default) + RssSourceViewModel.importDefault + DefaultData.importDefaultRssSources 语义: RSS 源管理页补齐“更多->导入默认规则”入口；点击后执行 deleteDefault(sourceGroup=legado)+insert(default rssSources) 直接导入链路；不经过候选导入弹层且成功静默
333,rss_source_debug.xml,@+id/menu_list_src,@string/list_src,列表源码,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_debug_view.dart；手工路径（待回归）: 订阅->规则订阅->订阅源管理->编辑任一订阅源->右上角调试源->订阅源调试->右上角更多->列表源码；校验无论列表源码是否为空都直接打开源码承载页且标题固定为 Html 且不出现空源码拦截提示,对齐 legado rss_source_debug/menu_list_src + RssSourceDebugActivity.onCompatOptionsItemSelected(menu_list_src) + TextDialog 标题 Html 直接承载 listSrc 语义: 订阅源调试页在“更多”菜单首项补齐“列表源码”入口并直接承载原始列表响应（空值不拦截）；不改动 menu_content_src(seq334)/rss_source_item/menu_top(seq335)
334,rss_source_debug.xml,@+id/menu_content_src,@string/content_src,正文源码,RSS,P7,done,codex,命令: dart format lib/features/rss/services/rss_source_debug_service.dart lib/features/rss/views/rss_source_debug_view.dart lib/features/rss/views/rss_source_edit_view.dart；dart analyze lib/features/rss/services/rss_source_debug_service.dart lib/features/rss/views/rss_source_debug_view.dart lib/features/rss/views/rss_source_edit_view.dart；手工路径（待回归）: 订阅->规则订阅->订阅源管理->编辑任一订阅源->右上角调试源->订阅源调试->右上角更多->正文源码；校验无论正文源码是否为空都直接打开源码承载页且标题固定为 Html 且不出现空源码拦截提示,对齐 legado rss_source_debug/menu_content_src + RssSourceDebugActivity.onCompatOptionsItemSelected(menu_content_src) + TextDialog 标题 Html 直接承载 contentSrc 语义: 订阅源调试页补齐“正文源码”单项入口并直接承载原始正文响应且移除空源码拦截；为保证入口可达同步在订阅源编辑页补齐“调试源”触发并保持进入调试前先保存草稿
335,rss_source_item.xml,@+id/menu_top,@string/to_top,置顶,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；手工路径（待回归）: 订阅->规则订阅->订阅源管理->任一订阅源右侧更多->置顶；校验目标源移动到当前列表顶部且不弹成功提示；手工路径（待回归）: 在其它入口删除该源后回到管理页继续触发置顶；校验流程静默返回且不发生已删除源被重新插入,对齐 legado rss_source_item/menu_top + RssSourceAdapter.showMenu(menu_top) + RssSourceActivity.toTop + RssSourceViewModel.topSource 语义: 条目更多菜单收敛为置顶/置底/删除并保持置顶入口首项；点击后先按 sourceUrl 回查当前源未命中静默返回命中后按 minOrder-1 写入 customOrder 并由列表流刷新；失败分支仅记录 ExceptionLogService(node=rss_source_item.menu_top)；不提前并入 menu_bottom(seq336)/menu_del(seq337)
336,rss_source_item.xml,@+id/menu_bottom,@string/to_bottom,置底,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；flutter test test/rss_source_manage_view_compile_test.dart；手工路径（待回归）: 订阅->规则订阅->订阅源管理->任一订阅源右侧更多->置底；校验目标源移动到当前列表底部且不弹成功提示；手工路径（待回归）: 在其它入口删除该源后回到管理页继续触发置底；校验流程静默返回且不发生已删除源被重新插入,对齐 legado rss_source_item/menu_bottom + RssSourceAdapter.showMenu(menu_bottom) + RssSourceActivity.toBottom + RssSourceViewModel.bottomSource 语义: 条目更多菜单保持置顶/置底/删除三项且置底入口次序不变；点击后先按 sourceUrl 回查当前源未命中静默返回命中后按 maxOrder+1 写入 customOrder 并由列表流刷新；失败分支仅记录 ExceptionLogService(node=rss_source_item.menu_bottom)；不提前并入 menu_del(seq337)
337,rss_source_item.xml,@+id/menu_del,@string/delete,删除,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；手工路径（待回归）: 订阅->规则订阅->订阅源管理->任一订阅源右侧更多->删除->取消/确定；校验确认弹窗标题为“提醒”且文案为“确定删除\\n<源名>”，取消保持静默不删；手工路径（待回归）: 同入口确认删除后返回管理页；校验目标源被删除且该源文章缓存与 sourceVariable_<sourceUrl> 同步清理且无成功提示；手工路径（待回归）: 在其它入口删除该源后回到管理页再次触发删除；校验流程静默返回不崩溃,对齐 legado rss_source_item/menu_del + RssSourceAdapter.showMenu(menu_del) + RssSourceActivity.del + RssSourceViewModel.del + SourceHelp.deleteRssSources 语义: 条目更多菜单保持“删除”入口；点击后先移除当前条目选中态再弹 legacy 同义确认文案“提醒/确定删除\\n<sourceName>”；仅确认后按 sourceUrl 回查并执行删源+清理该源文章缓存+删除源变量，源不存在时静默返回；失败分支仅记录 ExceptionLogService(node=rss_source_item.menu_del)；不提前并入 menu_enable_selection(seq338)
338,rss_source_sel.xml,@+id/menu_enable_selection,@string/enable_selection,启用所选,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；手工路径（待回归）: 订阅->规则订阅->订阅源管理->勾选至少一条已禁用订阅源->底部更多->启用所选；校验仅所选源 enabled 置为 true 且无成功提示；手工路径（待回归）: 其它入口先删除其中一条选中源后返回管理页继续触发启用所选；校验已删除源静默跳过且不被回插,对齐 legado rss_source_sel/menu_enable_selection + RssSourceActivity.onMenuItemClick(menu_enable_selection) + RssSourceViewModel.enableSelection 语义: 多选批量操作首项补齐“启用所选”；触发后仅对当前可见选中集合按 sourceUrl 回查命中源并批量写 enabled=true；无确认弹窗、无成功提示；失败分支仅记录 ExceptionLogService(node=rss_source_sel.menu_enable_selection)；不提前并入 menu_disable_selection(seq339)
339,rss_source_sel.xml,@+id/menu_disable_selection,@string/disable_selection,禁用所选,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；手工路径（待回归）: 订阅->规则订阅->订阅源管理->勾选至少一条已启用订阅源->底部更多->禁用所选；校验仅所选源 enabled 置为 false 且无成功提示；手工路径（待回归）: 其它入口先删除其中一条选中源后返回管理页继续触发禁用所选；校验已删除源静默跳过且不被回插,对齐 legado rss_source_sel/menu_disable_selection + RssSourceActivity.onMenuItemClick(menu_disable_selection) + RssSourceViewModel.disableSelection 语义: 多选批量操作新增“禁用所选”入口并保持顺序紧随“启用所选”；触发后仅对当前可见选中集合按 sourceUrl 回查命中源并批量写 enabled=false；无确认弹窗、无成功提示；失败分支仅记录 ExceptionLogService(node=rss_source_sel.menu_disable_selection)；不提前并入 menu_add_group(seq340)
340,rss_source_sel.xml,@+id/menu_add_group,@string/add_group,添加分组,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；手工路径（待回归）: 订阅->规则订阅->订阅源管理->勾选至少一条订阅源->底部更多->添加分组->输入分组名称->确定；校验仅当前可见所选源追加该分组且无成功提示；手工路径（待回归）: 在添加分组弹窗输入关键字并点选候选分组后确定；校验候选来自现有分组且可回填输入框；手工路径（待回归）: 其它入口先删除其中一条选中源后返回管理页继续触发添加分组；校验已删除源静默跳过且不被回插,对齐 legado rss_source_sel/menu_add_group + RssSourceActivity.selectionAddToGroups + RssSourceViewModel.selectionAddToGroups 语义: 多选批量操作新增“添加分组”入口并保持顺序位于“禁用所选”后“导出所选”前；点击后弹出“添加分组”输入框并提供已有分组候选；仅输入非空时对当前可见选中集合按 sourceUrl 回查命中源后执行 addGroup 并批量写库；无确认弹窗、无成功提示；失败分支仅记录 ExceptionLogService(node=rss_source_sel.menu_add_group)；不提前并入 menu_remove_group(seq341)
341,rss_source_sel.xml,@+id/menu_remove_group,@string/remove_group,移除分组,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；手工路径（待回归）: 订阅->规则订阅->订阅源管理->勾选至少一条含分组的订阅源->底部更多->移除分组->输入分组名称->确定；校验仅当前可见所选源移除对应分组且无成功提示；手工路径（待回归）: 在移除分组弹窗输入关键字并点选候选分组后确定；校验候选来自现有分组且可回填输入框；手工路径（待回归）: 其它入口先删除其中一条选中源后返回管理页继续触发移除分组；校验已删除源静默跳过且不被回插,对齐 legado rss_source_sel/menu_remove_group + RssSourceActivity.selectionRemoveFromGroups + RssSourceViewModel.selectionRemoveFromGroups 语义: 多选批量操作新增“移除分组”入口并保持顺序位于“添加分组”后“导出所选”前；点击后弹出“移除分组”输入框并提供已有分组候选；仅输入非空时对当前可见选中集合按 sourceUrl 回查命中源后执行 removeGroup 并批量写库；无确认弹窗、无成功提示；失败分支仅记录 ExceptionLogService(node=rss_source_sel.menu_remove_group)；不提前并入 menu_top_sel(seq342)
342,rss_source_sel.xml,@+id/menu_top_sel,@string/selection_to_top,置顶所选,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；手工路径（待回归）: 订阅->规则订阅->订阅源管理->勾选至少两条订阅源->底部更多->置顶所选；校验所选源按当前选中集合旧顺序整体上移至列表顶部且无成功提示；手工路径（待回归）: 其它入口先删除其中一条选中源后返回管理页继续触发置顶所选；校验已删除源静默跳过且不被回插,对齐 legado rss_source_sel/menu_top_sel + RssSourceActivity.onMenuItemClick(menu_top_sel) + RssSourceViewModel.topSource 语义: 多选批量操作新增“置顶所选”入口并保持顺序位于“移除分组”后“导出所选”前；触发后仅对当前可见选中集合按 sourceUrl 回查命中源并按 customOrder 升序后批量写 customOrder=minOrder-1-index；无确认弹窗、无成功提示；失败分支仅记录 ExceptionLogService(node=rss_source_sel.menu_top_sel)；不提前并入 menu_bottom_sel(seq343)
343,rss_source_sel.xml,@+id/menu_bottom_sel,@string/selection_to_bottom,置底所选,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；手工路径（待回归）: 订阅->规则订阅->订阅源管理->勾选至少两条订阅源->底部更多->置底所选；校验所选源按当前选中集合旧顺序整体下移至列表底部且无成功提示；手工路径（待回归）: 其它入口先删除其中一条选中源后返回管理页继续触发置底所选；校验已删除源静默跳过且不被回插,对齐 legado rss_source_sel/menu_bottom_sel + RssSourceActivity.onMenuItemClick(menu_bottom_sel) + RssSourceViewModel.bottomSource 语义: 多选批量操作新增“置底所选”入口并保持顺序位于“置顶所选”后“导出所选”前；触发后仅对当前可见选中集合按 sourceUrl 回查命中源并按 customOrder 升序后批量写 customOrder=maxOrder+1+index；无确认弹窗、无成功提示；失败分支仅记录 ExceptionLogService(node=rss_source_sel.menu_bottom_sel)；不提前并入 menu_share_source(seq345)
